,text_a,text_b,labels
9714,RIP Ibu Ani Yudhoyono. Semoga arwah beliau tenang di sisi-Nya dan keluarga yang ditinggalkan diberi kekuatan dan ketabahan. Amin.,Ani Yudhoyono,0
9715,Kecewa mmg kecewa. Tp decision untuk operate 2minggu lepas is the starting point of all,2minggu,0
9716,Five Feet Apart sedih gila sial halahhhhh aku yg menangis mcm org gila ,Five,0
9717,Sedih + kecewa. Night ,Night,0
9718,"Bengkak sama biru ditangan udah ilang, tapi ttp kalo angkat tangan kanan rasanya sakit sama berat. Pdahal di rontgen normal semua",Bengkak,0
9719,Dia org yang mungkin sedih dihatinya tapi dia org sedih bisa membuat banyak org tertawa.,org,0
9720,"badan masih sakit efek semalam standing dan maen LS berlebihan.

tangan kanan sakit..",semalam,0
9721,Selamat pagi rasa sakit dan kecewa tolong pergilah dengan cepat,pagi,0
9722,Kecewa xdapat Mekdi malam ni. Skrg kelaparan. ,Kecewa,0
9723,"Tak. Tak.

Aku tak menidakkan tentera. Aku tetap taat pada perintah arahan dan undang-undangnya.

Aku hanya kecewa dengan rakyat Malaysia.",Malaysia,0
9724,Sumpah cerita #FiveFeetApart sedih gila,FiveFeetApart,0
9725,Kecewa paper semalam susah,Kecewa,0
9726,Not a good morning. Pagi pagi dah rasa kecewa.,morning,0
9727,I really hate any kind of prank! Boleh jadi benda betul ha kan dh kecewa. Tahik betul ,Tahik,0
9728,"Pa Prabowo jgn terima utusan Jokowi, kami pendukung mu akan kecewa berat..",Jokowi,0
9729,@tasyaumandana YAALLAH IY AYO. SMP KPN SI EMG ABISNY YAALLAH SEDIH NI KL G SEMPET NNTN BNYK LAGU ENAK,NNTN,0
9730,Payahnya nak istiqamah. Kecewa dengan diri sendiri,Payahnya,0
9731,Aku je ke sorang yang kecewa dengan season 8 GoT ni? Been waitin for 2 bloody years tapi hmmm,years,0
9732,Balik lg pake indosat karna kuota telkomsel ku habis. Tp kecewa sama sinualnya ,indosat,0
9733,Kecewa larian Milo kat batu pahat ,Milo,0
9734,@educationfess kecewa bgt sih katanya ppkb kuota 40% eh dr sekolah w yg diambil cm 3 org dong kamprett,40,0
9735,@yusuf_dumdum Kecewa banget guyonan rendah seperti ini keluar dari mulut Emha Ainun Najib.,Emha Ainun Najib,0
9736,@nany_jm Yang kau post kat ig tu ke mal? Tu ke dia? Asal aku rasa sedih gila sia. Weh hug kan dia untuk aku if kau balik nanti ,Tu,0
9737,Kecewa yang tiada kesudahan,Kecewa,0
9738,Kecewa ,Kecewa,0
9739,@zaghulll Tak boleh do. Alu kecewa dengan diri aku.,Alu,0
9740,@fadlizon @tribunnews Jujur saya sangt kecewa dengan kecurangan pemilu.,Jujur,0
9741,@parah1ta @Kartika_Lestari @Omnduut Baru kemaren curhat sama kak @Omnduut  ... kecewa sama versi Z Z  magic-nya lagu Disney jadi ilang,Disney,0
9742,tengok gambar mama sama abah ja pun sudah sedih ni  rindu serindu rindunyaaaa ,rindunyaaaa,0
9743,@amirarr Kecewa la,Kecewa la,0
9744,Wakil rakyat dan menteri2 (termasuk PM) Pakatan Harapan yang kecewa sila letak jawatan beramai2.,Pakatan,0
9745,"Nurul Izzah luahkan kecewa dgn 'bekas diktator' Madey rosakkan familinya, Madey pun jwb dia juga kecewa dgn keluarga Anwar.
",Nurul Izzah,0
9746,"@ismarshmellow_ Soalan x banyak soalan teori pon, kira je belambak. kecewa hafal bebanyak malam tadi",malam tadi,0
9747,kecewa giler malam tadi.. tapi nak buat macam mane.. game perak lagi bagus..,malam tadi,0
9748,"@frhnrx apeni orix, kecewa dalam percintaan ke, ayuhlah pulang ke kuantan",kuantan,0
9749,sumpah iklan raya ebby yus sedih gila,yus,0
9750,"Kok bs y w kecewa tp g nangis
Padahal mh bagusan nangis aja biar lega",Kok,0
9751,Kecewa. It was a good series by netflix. House of Cards pun mengecewakan. Hmm.,Kecewa,0
9752,Sedih dengan pemindahan Pn Azizah.,Azizah,0
9753,"Honestly, ada terasa sedih jugak la tinggalkan budak budak serumah time study ni.",Honestly,0
9754,Bila ada orang malaysia kecewa dengan keputusan pilihan raya Australia,Australia,0
9755,"Struktur penggunaan ayat pun dah tak betul. Mesti cikgu Asiah kecewa dengan aku, itulah waktu kelas bm masa form5 banyak main :""(",Asiah,0
9756,"Selalu di awal bulan baru.
Kalau masih sakit itu masih terluka, berarti belum sembuh. Gausah bohong.",bulan,0
9757,Movie apa yang korang tengok and you guys rasa WEHH PADIA SEDIH GILA!! ?,WEHH,0
9758,"Kau siap2 nak gi joging, sampai tempat tu. Pagar kunci. Kecewa tau tak kecewa.",Pagar,0
9759,"@karniilyas Kecewa, Ternyata garang di tv doang ya pak. Apakah dagang sapi?",Kecewa,0
9760,@lalistar4 @syafiraisfihan1 Aku sebagai org asia tenggara merasa kecewa dgn komen rasis knetz...,org asia,0
9761,"YB @n_izzah pun kecewa, marhain apatah lagi. Bersabar hingga setiap #PRK",PRK,0
9762,"@mushi_twt Ye, sebab tu tulis sedih je. Hm takde eskrem. Ni bertambah sedih ni ",Ye,0
9763,"@HajiMat5 Saya amat sedih dengan keadaan peneroka FELDA,",FELDA,0
9764,Kecewa nya ,Kecewa,0
9765,"Bingung harus excited, senang, sedih, atau gimana. Mau berharap tapi takut kecewa. Mau gak berharap tapi gak sanggup memikirkan yg terburuk.",Bingung,0
9766,Kecewa dooo ,Kecewa dooo,0
9767,Kenapa tiba2 rasa sedih ni . Bencilah,Bencilah,0
9768,Arghh kecewa nya kasut raya takdapat before raya. Dah bayar memahal tehi betul laaa . Dah satu hal nak kena g beli lagi bazir jeh,Arghh,0
9769,Klu ikut hati yg marah n kecewa ni. Skg juga aku bole gerak ke Langkawi..hmm,Langkawi,0
9770,Kaki aku masih sakit yeeee haihh nak check bilik terhencut2 kaki aku!! GRRRRR,Kaki,0
9771,"untuk anak instagram yang balik lagi ke twitter karna kecewa dengan algoritmanya:

halo, welcome
selamat datang di kemiskinan",twitter,0
9772,"@CaptainAirell Thanks for info
Tapi perempuan sering kecewa dengan 'keegoan' lelaki",Thanks for,0
9773,Haramjadah dua hari kena tarik mengkarung. Semalam kaki kanan. Malam ni kaki kiri pulak. Sakit bodo. ,Semalam,0
9774,"Lagu galau dan sedih bisa menular, dapat membuat kadar hormon stres yang disebut Cortisol akan naik. #INDONESIASehat",INDONESIASehat,0
9775,Lepas minum air tadi baru aku rasa dapat menjalani hidup normal. Sorry bukan penat puasa. Ulcer dekat lidah ni dia punya pedih ,Ulcer,0
9776,Kecewa hanya dihasilkan dari harapan pada manusia. Kebahagiaan hanya dihasilkan dari harapan pada Tuhanmu,Kebahagiaan,0
9777,"Abdul Rahman Gurning Kecewa PSMS Kalah di Kandang Sendiri 
https://t.co/T0EASrqBXv via @analisadaily",Abdul Rahman Gurning,0
9778,Jaehwan masih sakit?,Jaehwan,0
9779,Sedih jugak hidup tanpa roommate ni..tak ada orang nak tutup kan tingkap waktu hujan...habis melayang railing langsir ,railing,0
9780,"Kalau suda ada sinar harapan bgtu, mula lah aku tpikir. Pastu bharap, baru nnti xdpt kecewa lg. Bodok ",Bodok,0
9781,"Tahla, aku sedih gila",Tahla,0
9782,"rekomendasi film india yg sedih dong gan, yg kaya kuch kuch hota hai atau mohabatten",india,0
9783,kecewa weh ayam 4fingers rasa basi. hilang rasa eksaited nak makan,4fingers,0
9784,Apahal bibik eina azman nak berhenti kerja aku yg sedih siot ,azman,0
9785,"Dah lah. Kecewa la ngan Niarasa. Same je. Ade nasik ke takde nasik ke, buat 1 portion pun same jugak dia charge. ",Same,0
9786,Thank you Anfield! Ahh fans liverpool mcm tak biase kecewa. Nak menang sokmo sokong JDT la!,Anfield,0
9787,Nungguin Joker si Jared Leto plus Harley Quinn si Margot Robbie lama bat. Kecewa,Margot Robbie,0
9788,"Disney berenti bagus banget di beauty and the beast ya. Nunggu lion king deh.

Mulan fix kecewa GAK ADA MUSHU!!!",Disney,0
9789,tanyarl klian cowo kecewa ga klo nanti nikah tp badan istri kalian ada stretch Mark?,Mark,0
9790,"Jangan pernah menaruh harapan besar pada sesama manusia, karena kamu pasti akan kecewa.

APALAGI SAMA KLUB SEPAK BOLA!",APALAGI,0
9791,@shaghiizan Biaq mati mencuba jangan mati kecewa,Biaq,0
9792,Sedih gila iklan raya AINAA ,AINAA,0
9793,"Fak perasaan, fak kecewa ! Toh hidup aku ni harus bermanfaat bagi org ",org,0
9794,dan skrg kecewa sama diri sendiri udah percayain org yang salah.,org,0
9795,@p_politik Sy termasuk orang yg kecewa putusan hakim vonis 1 thn kepada Ahmad Dhani. Sebaiknya lebih.,thn,0
9796,@fahmi_fadzil @chedetofficial Comfirm bungkus la kalau madey bubar parliment hari ini. Aku yg undi PH PUN DAH KECEWA DGN KORG.,Comfirm,0
9797,"Kecewa dgn Tony Roma's, not worth the price, kuah black pepper pon kena bayaq extra",Tony Roma,0
9798,@akim_zulkifli GGG kecewa,GGG,0
9799,"Mungkin KL akan ditinggalkan. Ecrl xlalu kl, klia jadi sia. masa pm4 most ministry pindah from kl to putrajaya.",pm4,0
9800,"Buka jobstreet, nyari lowongan yg domisili jogja. 

Jogja terlalu nyaman untuk ditinggalkan.",Jogja,0
9801,"Harapan adalah obat dari setiap kesulitan, tapi ingat jangan ketinggian, kecewa akan selalu ada",Harapan,0
9802,"yaAllah cangcimen kesel
jadi pen nyanyi lagu kecewa BCL",BCL,0
9803,I'm really hate any kind of prank! Boleh jadi benda betul ha kan dh kecewa. Tahik betul ,Tahik,0
9804,"@MOFASAD @erk888 Pasad, betul ke kau pernah kecewa dgn cik epal pastu kau patahkan sim card?",Pasad,0
9805,Diya amat kecewa dgn dirinya &amp; jgk keadaan Zahil (hingga tak balik rumah tadi) #ceterahatidiya,Diya,0
9806,Baru balik masjid india dan sampai uma dah. Ajak g danau pulak. Sakit pinggang la awak ,india,0
9807,Pesan pada diri jangan terlalu berharap dengan benda tak pasti kelak kau kecewa nanti ,Pesan,0
9808,"Kecewa sih dengan jawaban dia kalo di tanya sama org lain , yaudahlah ya biar org lain yg menilai 
pokok e ak gk kyok ngono ",org,0
9809,@azizahhf_lbs @inizali @salsabilaaaf26 @nisadianna Azizah: mudah ditinggalkan,Azizah,0
9810,@Destydwi_ destylicious kecewa.. :v,destylicious,0
9811,org hensem ditinggalkan..sian anas  #CariAkuDiSyurga,CariAkuDiSyurga,0
9812,Walaowei. Sampai banjir nau!  lain macam sedih ni.,Walaowei,0
9813,@mvhd_faliq Ye doh aku kecewa gila hmmmmmmm,Ye doh,0
9814,@HasanahSaat Kalau rajin buatla weight training sikit. Beli dumbell kecik 2kg tu buat kat rumah. Serius kau takkan kecewa,2kg,0
9815,@BrataWijaya27 Si jok kecewA krn teryt 70% Asn mendukung prabowo....jadi we dibatalkan wkkk. Tukang tipu dipercaya.,Si,0
9816,Nurulizzah konsisten sukung bapanya tapi dia kecewa dgn politik pkr dgn letak jwt. Patut dia kosongkan mp permatang pauh undi semula .,Nurulizzah,0
9817,"Esok dah nak raya . Ak keje . Yes , ak dgr takbir raya smbil naik moto mak hantr smpai ktm . And im sad right now . ",Esok,0
9818,"Today, bubur ayam langganan dengan kuah like sate padang dalam perjalanan menuju pancoran ora buka lapak. Kecewa tipistipis",Today,0
9819,"@Cactaceaexy Yang bulan kemarin sendi lutut robek itu ceen, masih sakit kalo buat naik turun tangga. Tlimikisyiih",bulan kemarin,0
9820,@rinadwirinadwi @Aisyah_aist Alaaak kari kecewa aqu ag,aqu,0
9821,"Sedih gila tengok Melayu Islam bersemangat dedah dosa yang paling nak buat. 

Sedih dan parah.",Melayu Islam,0
9822,"Sebagai hamba setia gojek, w kecewa. Dasar licik klean smw. Wat apaaa ngumpulin GO-POINTS selama iniii???",GO-POINTS,0
9823,"Dari td x habis kecewa lg GOT S8E5 ni. Heart broken. Next week last episod. Pulis, tangkap ini mother of dragon!",Heart,0
9824,"Dekat track n trace pos laju cakap, brg da sampai. Sedangkan tak, dah dekat 3hri call, semua busy. Kecewa nya !!! Email pun x reply",3hri,0
9825,Kecewa la tahun ni aim red velvet cookies. Sekali dapat rasa sirap ,red,0
9826,Effort aku dah takde kalau aku dah start kecewa dengan kau.,Effort,0
9827,"@eathingy Waktu itu penasaran kan ya eksis banget roti john ini, terus bela2in rame2 ngantri, akhirnya kecewa",john,0
9828,Kecewa nya (':,Kecewa,0
9829,Kecewa la nasi lemak ikan bilis besar,Kecewa,0
9830,"@tanya2rl Phobia ketinggian, hubungan, dan harapan
Kalo harapan tentang hubungannya terlalu tinggi bisa kecewa ya kan",Phobia,0
9831,Sedih dengan depression 2 benda yang berbeza taw,2,0
9832,"Honestly, I tiap tiap hari kecewa dengan kawan-kawan, tapi managed to smile to laugh and so on.",Honestly,0
9833,@MPSelayang kecewa dengan MPS krana tak jaga jln2 yg di galikontraktor pembetungan dan di biarkan merosot di sekeliling Tmn Templer!!!,Tmn Templer,0
9834,"Sudahkah anda baca wording polis yg anda miliki? Baca dg seksama, jangan sampai kecewa krn kesalahan informasi akibat Malasss.",Malasss,0
9835,"Penyebab kecewa itu ada 2

Kecewa karena kenyataan tidak sesuai harapan, dan kecewa karena kepercayaan yang tidak dihargai",2,0
9836,@Celcom Bulan2 bayar postpaid tpi poor service... Kecewa lah gini ...,Bulan2,0
9837,@sushiflippin Kecewa dgn dia hmmm,Kecewa,0
9838,"@Ashril_92 Siapa ckp Padang Jawa dkt shah alam punya aym penyet sedap meh aku rotan! Smlm craving punya psl, dari bangi-shah Alam semata mata, sekali pergi hampa betul. Aym , sambal , sup pun Allahu  And paling kecewa tempat tu sgt kurang bersih",Padang Jawa,0
9839,Bahwa memang harapan selalu lekat dengan 2 hal yang tak terpisah yaitu bahagia dan kecewa.,2,0
9840,@ctmago0 Yeke sis. So far pegi cafe semua xsedap churros mereka. Sis kecewa,churros,0
9841,Unpopular opinion: bunga papan / karangan bunga duka cita itu malah menyakitkan buat pihak yang kehilangan.,Unpopular opinion,0
9842,Selalu kecewa klo abis potong rambut. Tuman.,Tuman,0
9843,@hzfxh Kecewa shit.2 years waiting for nothing.nak tgk last ep mcm mana.,years,0
9844,Salam Jumaat. Jangan sibuk kejar yang sunat sehingga yang wajib ditinggalkan. ,Jumaat,0
9845,Kecewa design kukubesi utk raya taun ni. Biasa dan dh dijangka. Pakai tok paikong lg. Rasanya tok paikong boleh rehat dulu kot. Sory ,Sory,0
9846,Sory semua yg aku buat sedih dgn hntar video tu dkt ig cuma nak cakap aku sayang hampa,Sory,0
9847,"Yes im sad bcs haritu pun jumpa few minutes, padahal planning nk jumpa dia. Pastu ni hmmm ",few minutes,0
9848,Nak good night wish panjang panjang boleh tak? I sedih ni.,night,0
9849,"Dan ruang-rias kosong.
Cermin jadi dingin seperti wajah tua yang ditinggalkan. ~ GM",GM,0
9850,"Saran lagu indo yg sedih banget dong. Mood swing, pengen nangis aja dari tadi pagi",pagi,0
9851,@bigboiidolo @ifwatpuds @khairuleeeeee @pinkpinepearl kecewa,kecewa,0
9852,Bapak kecewa shopee hantar barang atas nama nina rahman. Sekali buka rupanya barang faidi hashim :-/,hashim,0
9853,Sedih gila tgok video Dato LCW announce retirement,Dato LCW,0
9854,"@afifsaifudin_ Ammar Alfian takpe, jangan Ammar Afiq sudah. Aku kecewa kalau mcm tu hm",Alfian,0
9855,kecewa kuey teow kungfu rasa hare semalam tak habis lagi,kuey teow kungfu,0
9856,kubu Prabowo #HadiriHalalBihalalAkbar212  eeh setelah itu emak-emak Sein kanan belok kiri pada naikan tagar #SuasanaSetelahKitaPutus kecewa karena Jokowi-Amin yg menang.,Jokowi-Amin,0
9857,Cakra Khan - Kekasih Bayangan (Official Music Video + Lyrics) https://t.co/LlKQb3fedy via @YouTube,Cakra Khan,0
9858,Sedih bodoh,Sedih bodoh,0
9859,Lepas pergi aeon mall tadi singgah makan dekat kedai baru PATIN HAUS. I dah la tak makan ikan patin. Makan ikan goreng je. Sedih gila.,mall,0
9860,Syed sadiq dalam sekelip mata menukar title aku dari belia kepada dewasa tua...nak gembira ke sedih ni..,Syed sadiq,0
9861,bila mak syed saddiq nak buat statu sedih ni anak hari2 kena kecam.,hari2,0
9862,Kecewa sangat-sangat.,Kecewa,0
9863,@_encikmamat Boleh saya dapatkan maklumat kisah sedih ni naik ke utusan malaysia kisah masyarakt,utusan,0
9864,"Kesian dia kena tanggung rasa kecewa , sedih dan marah sorang .",Kesian,0
9865,""" jangan kecewa dengan kasih  sayang manusia kerana kita ada kasih sayang allah yang tidak pernah pudar"" 

-cikgu faridah- 2019",2019,0
9866,"Ade org bsedih klau bjauhan ngan anak bini, ade jugak yg sedih xbleh layan hobi..",Ade,0
9867,Paisepa nak kecewa,Paisepa,0
9868,"Semalam kan, ada orang sedih sebab excrush dia tawen. Arini dia nak ubati kesedihan dia (acah sangat sedih ) dengan nasi dagang.",Arini,0
9869,Hanya kerana 1 kekurangan kau ditinggalkan. Kelebihan yg ada pada dirik kau nya sik nampak.,1,0
9870,baru mai unimap ni. aku dh keluar semua bag2 kosong get ready last paper nanti nampak punya taksabar tp pd masa yg sama. sedih jugak,sama,0
9871,Tgh makan2 sedih gila kena terminate,Tgh,0
9872,Kenapa tiba tiba sedih dgn keputusan YG. Pdahal tdi malam emosi sampe bilang semoga saham anjlok dn jatuh miskin. Ya ampunnn,tdi malam,0
9873,Menanti Lotj kloter dua tapi malah di cut.kecewa banget ,dua,0
9874,Badan masih sakit sisa lembur sampai pagi ditambah pms. Manteeep,Manteeep,0
9875,Tak terkejut cuma kecewa. Senang dia panggil org baby n honey ye. Yucks,Yucks,0
9876,Sedih gila wei ,Sedih gila wei,0
9877,"Aa rumah mamak sama bapak""""""
Akan kembali sepi sejenak pasca ditinggalkan Mahmud QQN",Mahmud,0
9878,"@Celcom celcom memang buat hal ke sakarang ni dekat area sungai besar selangor,kecewa betul pakai line celcom ni gampang",selangor,0
9879,"Today ambil report card bebudak tu. Kecewa gila dengar komen cikgu untuk Abang :( 

Apa ni baru tadika Mommy dah rasa macam ni . Hurmm",Today,0
9880,Okay cerita #DiariAbah sedih gila ,DiariAbah,0
9881,Tahniah Iqbal Rafiuddin buku laris di #PBAKL19. Sampai kehabisan stok! Harap penerbit dapat tambah stok supaya peminat tak kecewa.,Iqbal Rafiuddin,0
9882,"Teruntuk buken ku,
Penantian ku sia-sia, dan berakhir kecewa.",Penantian,0
9883,omg tahap bosan aku sampi baju ws tahun 2017 woi! dan pulak baca drama saya sangat kecewa dengan awak omg! nak cry semula boleh?,2017,0
9884,"""Km sabar ya, aku disini lg berjuang buat km. Buat masa depan kita.""

Udh ngeflynya? Udh dpt nama yg pas buat anak2 kelak?

Pdhl, itu akal2an dia agar km mau jd batu loncatan. Kl dia udh diatas dan nemu cewe yg lebih oke? km ditinggalkan. Gada lg ya istilah2 nemenin dari bawah.",bawah,0
9885,"Stoplaa wat hati ni sedih gila2 
#CariAkuDiSyurga",CariAkuDiSyurga,0
9886,Sedih gila bila dgr lagu into the new world ballad ver. Part saranghae tu menusuk bhaiii,bhaiii,0
9887,"Kelingking gw yg tangan kanan udh reda dr biru tapi masih sakit sampe skrg, i hope ga cracked or something :(",Kelingking,0
9888,Sedih bodoh tak dapat scholarship JPA ni ,JPA,0
9889,@bumm3r__ Sesetengah lagu Lana Del Rey memang best layan kalau nak sedih2 ni.,Lana Del Rey,0
9890,Knape aku rasa yg aku bakal ditinggalkan. And aku mimpi benda buruk dri tdi.,tdi,0
9891,Saya amat kecewa dengan prestasi UKM WiFi dari semalam,UKM WiFi,0
9892,seumur hidup aku. first time aku rasa kecewa sebab percaya cakap pensyarah.,first,0
9893,@jawapos Kami rakyat juga kecewa karena janji2 bohong Jokowi,Jokowi,0
9894,Bercinta tapi Mak tak restu nie. Ya Allah dia punya pedih tu taktau nak kata.,Bercinta,0
9895,"Integriti, pelajaran penting yang ditinggalkan oleh Bulan Ramadhan 
@syahirnomic",Bulan Ramadhan,0
9896,Kecewa!! Telak 4-1. Lihat Jordan vs Vietnam 1-1 !! #TimnasDay,Jordan,0
9897,Kecewa dgn diri sndri hmm ,Kecewa,0
9898,"""Apa setiap laki-laki berpikir hati perempuan mainan, diberi harapan dengan tujuan ditinggalkan?"" - Beautiful Mistake",Mistake,0
9899,asal amirul trending lak ni? ada mana mana awek kecewa dgn amirul ke wkakaka,amirul,0
9900,Sumpah kecewa dgn #umobile. Takde internet okay lagi ni call in/out. Life or death matter!! Im changing,changing,0
9901,"Tolong lah WiFi bersahabat denganku, jangan kayak si dia, udah Deket trus ditinggalkan:)) *eh #BiroJomblo",BiroJomblo,0
9902,Sedih nyee yg part akak jual tisu tu.. Sedih sbb diri ni mcm adira jgk... Sedih dgn kata2 adira.. #AsalkanDiaBahagia,AsalkanDiaBahagia,0
9903,"Setengah jalan telah dilewati, meski ada kecewa",Setengah jalan,0
9904,"""Tidak ada kecewa yg terlalu, jika tidak terlalu dalam mencintai""

HIYA HIYA HIYA BANG KARO SOPOO IKUU",HIYA HIYA,0
9905,Kecewa,Kecewa,0
9906,"@tubirfess Pangeran di Cinderella live action jauh dari ekspektasi, alias ga se-""prince charming"" kaya di kartunnya.

Aku kecewa banget.",Cinderella,0
9907,Tak seperti yang dijanjikan pon. Haii lahh. Patut kecewa ke ,Haii,0
9908,Kecewa pula crush aku Dr.Beni Rusani dah kahwin. Crush since 2015 ,Beni Rusani,0
9909,"Sorry yusuf, Umi tak dapat dodoikan yusuf. Luka czer umi sakit balik. pedih sangat. Sian yusuf.",Sian yusuf,0
9910,Prnah nangis teruk  prnah kecewa sngt  prnah skit hati sngt  prnah give up  smua dh prnah rasa ,Prnah,0
9911,harini aku sedih gila jangan kacau aku.,harini,0
9912,"@FOODFESS2 Udah kecewa pas dia masak eggroll bahan dasarnya nasi.. :""(((",eggroll,0
9913,"Kalau kau jatuhkan sayur salad, mesti semua org kecewa ngan kau.

Sebab kau lettuce down. Kah!",org,0
9914,"@kangmeirza Kacian ya @prabowo dia lagi orasi ditinggalkan masyarakat,,,, 
#coblosjokowiamin 
#JokowiMusliminSejati 
#JokowiLagi 
#PKBday",Kacian,0
9915,"Wey sedih bodoh cite empress ki ni.. kenapa ending nya Maharaja mati?? Aduhhh,,, sakit jugak hati ni walaupun tak sesakit scarlet heart.. ",Wey,0
9916,Repeat kekasih bayangan dah 263373 kali,Repeat,0
9917,@eplzkry1 Kecewa,Kecewa,0
9918,"Yea dengan satu phone call yang aku dapat petang tadi, bunuh semua rasa aku. Kecewa. Kecewa sangat.",petang tadi,0
9919,@rahmasyitaa Yahhhhh penonton kecewa,Yahhhhh,0
9920,"@raumdeuterrr @achmadnofialdi Kecewa, bukan gofood-in mcd ",mcd,0
9921,"Avengers Endgame takde end credit. Semua yg tunggu kecewa beramai2 

#bukanspoiler #Avengers #AvangersEndgame",Avengers Endgame,0
9922,Banyak nya hati yang kecewa #BukanCintaAku,BukanCintaAku,0
9923,Kecewa bgt,Kecewa bgt,0
9924,@ammAsyraf Food valet tuu aduhhh. Kecewa. Sekali ja p situ.,Food valet,0
9925,"Unai Emery terlihat sangat kecewa

BUANG AJA PEMAIN YANG TIDAK BERGUNA

KAMI MENDUKUNG

COMEBACK STRONGER, COACH @UnaiEmery_",Unai Emery,0
9926,Padahal lg x smpai stahun je nak abis training. Tp dh jadi mcm ni. Its alright la. Kecewa lama2 pn xguna.,Its alright,0
9927,@bharianmy Jgn paksa rakyat percaya bohong PH.... rakyat dh kecewa dgn PH,PH,0
9928,Kecewa nya rasa,Kecewa,0
9929,@rifki________08 Getun bin kecewa ya Kang,Getun,0
9930,"Baca review-nya yang udah screening #Hellboy pada kecewa, jadi mending nunggu di lapak aja dulu ah..",Hellboy,0
9931,"Gaisss , biasa klau korang tgh sedih korang dgr lagu apa ? Mohon senaraikan sebab mood aku tgh sedih ni . Hmmm .",Gaisss,0
9932,"@ShafiqTaqi @kasibahmanan Ohhhhh haah betul2, tpi sedih jugak Jean tu mati",Jean,0
9933,Kecewa dengan diri sendiri hm,Kecewa,0
9934,@nureyaa94 Tkot kecewa  sero mace xdpt!,Tkot,0
9935,@rmolco Siapa sih yg gak kecewa berat dengan rezim ini ? Sy rasa seluruh daerah merasa kecewa rezim paling parah sejak reformasi,Sy,0
9936,"Kutipan one two jaga tak banyak, namron kecewa lepastu kata baik dia buat filem porno. Okay jugak tu. Mana tau filem porno ada plot twist",one two,0
9937,aku kecewa dgn celcom,celcom,0
9938,"Beria menangis tengok pakcik samad mati. Alahai, kenapa raya cerita sedih2 ni. #Samadtedung",Samadtedung,0
9939,"@MFrentica @robby_cptdigi @elegiodecinta @MasTons4 @naramawinei @titinas92603898 @PuteriSrimaya @IcakRaka @Pujangg78551273 @NeiskaPratama @Sanderoz29 @chikodunia @Arah_ku @BimaArmada Puisinya ditinggalkan dulu..
Edane dimulai lagi yuuuukk.. Bung Robby @robby_cptdigi alias king'of kuuukkk kkuk beluuuek",Robby,0
9940,Jahatnyaa gila kecewa india,india,0
9941,"Sudah tangga tertimpa jatuh,
Kecewa seadanya
Bersabar sebisanya

Ya lord",Ya,0
9942,Aku kecewa. Sbb terlepas hari sukan. Kecewa teramat.,hari,0
9943,Sedikit kecewa dengan endgame ,endgame,0
9944,"@fadlizon Rakyat kecewa, anggota dewan nyinyir terus di Twitter.",Rakyat,0
9945,kecewa,kecewa,0
9946,@IreneViena Rakyat indonesia berbahagia. Cuma anjing2 kurap yang kecewa,Rakyat indonesia,0
9947,Sedih jugak sbb follow mamat ni dari show 2 day 1 night but he needs to pay for his crime.,night,0
9948,"Orang-orang miskin di jalan, yang tinggal di dalam selokan, yang diledek oleh impian, janganlah mereka ditinggalkan  Rendra",Rendra,0
9949,Jason sekarang udah gamau diajak joging....huft kecewa sekali rasanya,Jason,0
9950,"JANGAN WEH , TAKUT BILA GADUH HANG KECEWA JA HMM",HMM,0
9951,@XavierNaxa @chedetofficial @SyedSaddiq Dari tahun 2015 sampailah sekarang matawang bath jauh meninggalkan ringgit..kecewa,2015,0
9952,Antara kecewa &amp; tawar hati. Aku lagi pilih kecewa. At least aku ada rasa. Tawar hati memang tk rasa apapa :),least,0
9953,"Rasa rasa sakit perut tapi ketutup sama rasa kecewa

Zeyeng",Zeyeng,0
9954,walaupun dah masuk kolej aku still rasa sedih time spm aku tk dpt satu A pun rasa kecewa sebab tk dpt bgi apa yg parent harapkan,spm,0
9955,@fareez_khairul Kecewa,Kecewa,0
9956,"Rindu tealive.
Signature brown sugar pearl milk tea 
Dan kepala masih sakit berdenyut nyut nyut",Signature,0
9957,@AdlinLG saya sebagai peminat amerul affendi kecewa kerana taktahu menahu pasal movie ni tapi saya dah tengok dekat netflix!,affendi,0
9958,"Spe suruh overreact , kan dh kecewa ",Spe,0
9959,"Jangan pernah tak kisah apabila 

MARAHNYA Seorang Yang PENYABAR
DIAM NYA seorang Yang CERIA
KECEWA NYA Seorang Yang Setia.",Setia,0
9960,Aku tgh sedih ni xleh bli bt21xUniqlo,bt21xUniqlo,0
9961,"Somehow, aku kecewa do dgn lelaki mcm tu. Sumpah",Somehow,0
9962,"@didiwhoaa Sedih jugak tapi takda lah nangis, tapi #30pesanansuara sedih weh ",30pesanansuara,0
9963,"Belajar supaya ga ngarep apa-apa
Biar ga kecewa kalo apa yang diharapkan ga sesuai harapan.
Tapi tep aja sambat di Twitter

Dasar dhu ",Twitter,0
9964,"Jadilah orang yang... 

Kecewa tapi tidak mengeluh
Terjatuh tapi tak berhenti
Sesak tapi tidak menyerah
Marah tapi tidak membenci
Sakit tapi tidak membalas
Sedih tapi tidak berlarut larut
Kehilangan tapi tidak berputus asa",Sakit,0
9965,KECEWA SUMPAH KECEWA #Voice3,Voice3,0
9966,sedih jugak diorg ni tak buat reservation utk sabtu ahad ,sabtu ahad,0
