text_a,text_b,label,NE_type,PoS,isReply
"Ampang hujan :') bila tgk kain hitam tu kena hujan, rasa mcm sebak lak. Thats how some of us are terdesak to have a better kerajaan now.",Ampang,-1,GPE,PROPN,False
Kerajaan Pembunuh tapi Rakyat Trigger Suicide,Suicide,-1,PERSON,PROPN,False
"Dulu ada parti dah nak pupus, lepas tu ada parti gila bagi talian hayat. Dapatlah jugak merasa nikah sindiket Kah3",Kah3,-1,FAC,PROPN,False
Exactly! Time tujukan kesalahan pada kerajaan wah laju masing2. Sekali kena cuit sikit menggelupur masing2 hahahaha,Exactly,-1,ORG,PROPN,False
"Rakyat sibuk edar bakul makanan, UMNO pulak sibuk angkat bakul sendiri.",UMNO,-1,NORP,PROPN,False
@kamalrafza Steady waknat!!! UMNO dari dulu sampai sekarang menyusahkan bangsa dan negara.,UMNO,-1,NORP,PROPN,True
Ahli politik Rakyat bingai macam ni,Rakyat bingai,-1,GPE,PROPN,False
"Pelabur2 tak nak melabur dkt Malaysia bukan sbb ekonomi je, tapi ketidakstabilan politik skrg. Apa lah nasib",Malaysia,-1,GPE,PROPN,False
"Tentang vaksin ni dia pernah tunding jari ke Kerajaan Pulau Pinang, lepas tu Selangkah dan terbaru dia salahkan EU. KJ punya belit.",Pulau Pinang,-1,GPE,NOUN,False
Awal tahun itu hari ahli politik suka makan super ring https://t.co/eTlBWwL3Vo #Malaysia #mco3 #PolitikMalaysia #Putrajaya,Putrajaya,-1,FAC,PROPN,False
Perlis dari 0 kes sampailah dah ada 2 kes. Terima kasih kerajaan perihatin,Perlis,-1,GPE,PROPN,False
@MyPcXFile Sultan Pahang siapa pula kenapa ini tidak ambil tindakan oleh kerajaan Dan sultan.,Sultan Pahang,-1,GPE,PROPN,True
KKcik belajar Bahasa Cina boleh spy DAP.,Bahasa Cina,-1,LANGUAGE,PROPN,False
Lagi kes bunuh diri dibawah kerajaan @MuhyiddinYassin So apa benda yg menteri menteri bingai ni nak buat skrg?,bingai,-1,PERSON,PROPN,False
Wakil Rakyat atau menteri kalau tak puas hati dengan kerajaan up kat TIkTok eh?? hahahaha..,Wakil Rakyat,-1,GPE,PROPN,False
@wkk1883 @mkini_bm Kerajaan Pahang ke raja pahang yang patut jawab?,Pahang,-1,GPE,PROPN,True
"Paling fuck jenis MP yg bukan org asal situ, masa bertanding janji mcm lepas menang terus tak nampak batang hidung. Ni aku tuju kat SEMUA yg nak bertanding. Pembangkang ke, kerajaan sama je",org,-1,ORG,NOUN,False
@bumilangit Bumi gemuk pembela tambak. Kalau Terengganu tambak mesti bumi gemuk gagah menentang projek tambak di sama. Hidup munafik berpaksi parti,Terengganu,-1,GPE,PROPN,True
"Politik dekat Malaysia ni macam gampang. Nak bantu sorang dua, camera belakang tabir ramai macam tak relax",Malaysia,-1,GPE,PROPN,False
@Hasni_Johor Pakej yang inklusif! Pelengkap kepada bantuan yang telah diumumkan oleh pihak Kerajaan Pusat. Tahniah YAB Menteri Besar Johor.,Johor,1,GPE,PROPN,True
UMNO dengan tender berpisah tiada..,UMNO,-1,NORP,PROPN,False
"@LKSyndicate @dumplingurl Marah sebab kerajaan Sarawak beli vaksin, tak suka tengok orang dok atas pokok senang sikit",Sarawak,-1,GPE,PROPN,True
@esshimself @syahredzan @ChairmanGLC Kerajaan PH Selangor pegilah buat report polis. CITF report polis sebab tu kawan korang kena tangkap.,Selangor,-1,GPE,PROPN,True
"Woi macai benak, yang benarkan kilang dibuka tu Azmin. Kerajaan pusat. Bukan negeri. Bodoh bangang baghal.",Azmin,-1,GPE,PROPN,False
"@mkini_bm Parti Lobai Selangor arah ahli undi kt FB najib, suruh kata kerajaan x gagal...",Parti Lobai Selangor,-1,ORG,PROPN,True
"Kalau mau membina persepsi negatif terhadap kerajaan nda perlu bendera putih pun, you people as the government pun already a bad impression",government,-1,ORG,NOUN,False
Satu je. Kerajaan Malaysia lembab nak mampos. Tu je la aku nk cakap,Tu,-1,PERSON,NOUN,False
Hubungan ahli2 PAS-UMNO masih baik sbb bukan semua ahli2 UMNO yg setuju utk keluar dari kerajaan PN.,UMNO,-1,NORP,PROPN,False
Boss Boss Penang egokuat juga ya. Thot egokuat is a BN affliction,Boss,-1,PERSON,PROPN,False
"@shafilan Aku geram gok,tp bersyukur PH dok terlibat dlm semua ni. Mujur lawan puok2 dia je. Panjang lagi sinteron ni sbb MKT meeting plok",MKT,-1,ORG,PROPN,True
Mekdi dap lagi,Mekdi,0,GPE,PROPN,False
@JemingHassan Maso PH jd kerajaan hok kritik kerajaan tuh nate gapo plk,Maso,-1,GPE,PROPN,True
untunglah Kelantan kerajaan dia bagi free flow ayaq kopi,Kelantan,-1,GPE,PROPN,False
All out betul Rafizi bantai kerajaan negeri Selangor dengan macai PH.,Selangor,-1,GPE,PROPN,False
PAS PERAK BUAT LAPORAN POLIS DUIT PARTI HILANG.AIKKK...TAK KAN DUIT TABUNG MILO PON BOLEH HILANG.,MILO,-1,ORG,PROPN,False
Kerajaan DSD!,Kerajaan DSD,-1,GPE,PROPN,False
Kini360: 'Mengapa Pulau Pinang dikecualikan dari Fasa 2 PPN?' https://t.co/YRDTESZfEy #PH #KerajaanGagal #PHKerajaanGagal #PHGagal,Pulau Pinang,-1,LOC,PROPN,False
"@realDrMAZA Demikianlah PN, kerajaan yang mendapat restu mufti Perlis a.k.a tok peti utara serba tau.",Perlis,-1,GPE,NOUN,True
"Cuba btau aku cemana nk buat saringan kat klinik/hospital kerajaan? Call semua tak berjawab, busy.",Call,-1,PERSON,NOUN,False
@ainaras92 Kan? Instead of anok sarawak anok la kerajaan selangor. Madefaker,Madefaker,-1,PERSON,PROPN,True
"Dia tubuhkan umno baru, dia kuar. Dia tubuhkan PBBM, dia kuar. Skrg dia tubuhkan Pejuang la pulak. Kemudian dia kata, melayu dah berpecah. Ko tu yang sentiasa bermusuh. Duk setempat dengan melayu tak boleh ke? Bodoh @chedetofficial",PBBM,-1,ORG,NOUN,False
"Alamak, macam pakcik ada SRP ni dah tak boleh ke? Kalau macamtu pakcik join BN je la.",BN,-1,ORG,PROPN,False
Tak mohon kerajaan ke nanti senang bersuami boleh pindah - makcik2021 (Jodoh hilang nak bising pasal suami ),Jodoh,-1,PERSON,PROPN,False
Tukar waktu beroperasi kedai makan jela yg kerajaan kita mampu buat #KerajaanBangsat,KerajaanBangsat,-1,GPE,PROPN,False
Tgh malam buta UMNO ni nak buat comeback pulak.,UMNO,-1,NORP,PROPN,False
Nanti dia ingat bendera putih tu agenda DAP.,DAP,-1,NORP,PROPN,False
"Kesian sapa nak buat walimatulurus mesti tengah pening kepala nak buat date bila, dengan plan macam kerajaan baru amik darjah 6",Kesian sapa,-1,PERSON,NOUN,False
So? Borak bende lagi tarik sokongan la. Mcm Bersatu buat time PH.,Borak,-1,GPE,NOUN,False
"Apsal sembang cari gaduh camni? Hari tu masa kat Sabah rileks aje korang pakai logo Warisan, takde plak orang kata korang agen pemecah belah PH.",Sabah,-1,GPE,PROPN,False
Adehhh malu betul kerajaan sgor. Ni biol #phgagal #kerajaanselangorgagal,kerajaanselangorgagal,-1,ORG,PROPN,False
Keperluan utk tidak meletakkan ahli politik dalam jabatan2 kerajaan sangat penting sebab kesetiaan mereka bukan pada negara tetapi pada parti. Negera musnah pun xpa asalkan parti masih menang.,Negera,-1,PERSON,PROPN,False
ingat orang selera ke walaupun kau lost weight. bawak la perangai BN tu sampai esok lusa,BN,-1,ORG,PROPN,False
"@KcVixs Lompat parti tu; crucial... Tu je punca politik Malaysia ni takkan stabil, sebab? Tak puas hati - keluar parti - buat parti baru",Malaysia,-1,GPE,PROPN,True
@AymanRashdanW Sains politik bukan bidang yg berkaitan?,Sains,-1,ORG,PROPN,True
Orang sarawak suka GPS so orang sarawak enabler kerajaan Mahiaddin la kan?,Mahiaddin,-1,PERSON,PROPN,False
"Sama saja semua. PAS, DAP, BN. Semua nak merosakkan alam saja.",DAP,-1,GPE,PROPN,False
@ZhafrieZharif PH selangor gagal,PH selangor,-1,GPE,PROPN,True
@omarfaayiz UMNO ja yg suka buat taik mcm thn lps,UMNO,-1,NORP,PROPN,True
Kini360: 'Mengapa Pulau Pinang dikecualikan dari Fasa 2 PPN?' https://t.co/Zhljq3AjCR #PH #KerajaanGagal #PHKerajaanGagal #PHGagal,Pulau Pinang,-1,LOC,PROPN,False
Begitu sahaja perwakilan UMNO kena tipu dekat PAU. Siapa suruh bodoh ambil Zahid jadi Presiden lagi. Lingkuplah semua padan muka!,Lingkuplah,-1,PERSON,PROPN,False
@staronline Kenapa kerajaan x mahu selesaikan vaksin penduduk selangor dulu sejak dari awal.. Pelik Dan ajaib.,selangor,-1,GPE,PROPN,True
Abaikan manuver politik novel CS TWK KPK Konstitusional #ASNdiKPKwajibTWK,KPK Konstitusional,-1,ORG,PROPN,False
Kerajaan selangor pun nampaknya sama je. Selangor saja dah 4.4k. Pebenda lah,Kerajaan selangor,-1,GPE,NOUN,False
Kesian umno perak terutamanya golongan muda. Moga mereka bangkit dan pilih ketua pemuda baru yang lebih kacak.,Kesian,-1,PERSON,PROPN,False
@chedetofficial Guna kuasa utk tangkap pembangkang masuk Kemunting agar mereka duduk diam diam macam Tun tahan @G_Kitingan.,Kemunting,-1,ORG,PROPN,True
Babi bodoh kerajaan ni. Wei bodoh ko tak nampak ke rakyat ramai bunuh diri sial. Bangang gila mat.,Wei,-1,PERSON,PROPN,False
"Kes 1, kami pernah cuba masuk kawasan parlimen parti kerajaan di Pahang untuk bagi bantuan pampers &amp; susu. Mulanya ingat nak redah sendiri je, tapi diberitahu mesti ikut wakil rakyatparti kerajaan di situ &amp; barangan pampers &amp; susu perli dibeli dari pembekal mereka.",Pahang,-1,GPE,PROPN,False
Semoga orang Kedah dapat hidayah untuk tak undi parti neraka.,Kedah,-1,GPE,PROPN,False
"Tahukah anda kalau dah tambak, nelayan hilang punca pendapatan, ekosistem &amp; biodiversiti marin musnah, takda win-win situation kecuali win pada DAP je. Tapi mestila kena cakap pasal durian tanah haram. Durian Adalah Perjuangan - DAP",DAP,-1,NORP,PROPN,False
Rosol drp parti bunga raya jugak. No surprise,Rosol,-1,PERSON,PROPN,False
"@travisskkottt @TanushV27 @KKMPutrajaya Rasuah ni mmg dah menjadi budaya di Malaysia...tak kira lah kerajaan mana pun, islam ka tak islam ka serban lilit kepala besar batu pun akan tetap buat rasuah...Pas ka umno ka pn ka ph ka tetap akan ada rasuah...",Malaysia,-1,GPE,PROPN,True
Kerajaan Bangsat,Kerajaan,-1,GPE,PROPN,False
Nasib baik ada pembangkang tolong nak harap si tua kutuk entah bila #PlotTwistDalamHidupKita,PlotTwistDalamHidupKita,-1,WORK_OF_ART,PROPN,False
"@dapmalaysia Jambatan bawah laut, isu tambak pulau, yb sepang rentas negeri sebok pasal penceroboh tanah negeri tu taknak komen ke DAP?",DAP,-1,GPE,PROPN,True
Semuanya berpunca dari PRN Sabah. Kerajaan telah gagal dan mengecewakan kita semua #KerajaaanGagal,PRN Sabah,-1,GPE,PROPN,False
Alat DAP versi pantai timur.,DAP,0,PRODUCT,PROPN,False
Kerajaan sampah woi tutup la kilang,Kerajaan,-1,GPE,PROPN,False
Panggil nurse swasta dari bandar Muar lagi laju dari panggil petugas kesihatan kerajaan yang dekat sekangkang kera,Muar,-1,GPE,PROPN,False
"@pahang_media Jilat la kerajaan pahang penakut ni. Kecoh dah MCkip kes covid, apehal tak cover? Jilat la lagi, bangsat punya akhbar",Jilat,-1,GPE,PROPN,True
@msianinsight Pattla kerajaan melayu isle berebut nak selangor,selangor,-1,GPE,NOUN,True
Rasa marah betul dgn org politik,org,-1,ORG,NOUN,False
"Kerajaan fail , PAS cakap benda bodoh, orang takde kerja and duit = agenda DAP",DAP,-1,NORP,PROPN,False
Taik punya kerajaan,Taik,-1,GPE,PROPN,False
NUO MUSA mmg dh kene tendang dah.. cume galak jadi batu api sebab die xthu nk bertanding pakai parti ape,NUO MUSA,-1,ORG,PROPN,False
Demikianlah kerajaan Perikatan Nasional,Perikatan Nasional,-1,ORG,PROPN,False
@RajaPetra Kat Mexico ada PRN Sabah tak? ...takder kan? ..sbb tu rakyat mexico tak der yg menjerit kerajaan gagal.,PRN Sabah,-1,GPE,PROPN,True
@dbhhh_ YB kelantan UMNO memang suka bagi kain. Aneh jer mereka ni.,YB kelantan UMNO,-1,NORP,PROPN,True
Benak benak kerajaan,Benak,-1,GPE,PROPN,False
"Ingatkan Bersatu, kiranya porfolio utama kerajaan dipegang BN tapi laung macam PM sorang sampah. Hahahaha",BN,-1,ORG,PROPN,False
Kerajaan pukimak,Kerajaan,-1,GPE,NOUN,False
"@ahmad_syzzwn @wmuhdfaiz Sebab ""geng pendekar"" ni sama geng dgn kerajaan gagal. Sebabtu takde nak demo sana sini. Padang merbok pun sunyi je",Padang,-1,GPE,PROPN,True
gila babi politik PN ni. Selangor baru 6% je.,Selangor,-1,GPE,PROPN,False
Kerajaan Selangor mana @syahredzan ?,Kerajaan Selangor,-1,GPE,NOUN,False
"@jek___ twit politik coba tad, kliatan aura komisaris batu nisan lu",kliatan,-1,GPE,PROPN,True
"Kini360: Hospital Klang tutup rawatan pesakit luar, tumpu kes Covid-19 https://t.co/ZqYPZxCwV7 #PH #KerajaanGagal #PHKerajaanGagal #PHGagal",Covid-19,-1,EVENT,NOUN,False
PRU ke PRN akan dtg aku sarankan jangan keluar mengundi terus la. Biar takde kerajaan langsung. Ada pun mcm tak ada je ni.,PRN,-1,GPE,PROPN,False
Apa tujuan TS post benda mcm ni? Nak lingkup parti sendiri ke?,TS,-1,ORG,PROPN,False
Kerajaan nanti kata ikut kuasa atas lahir bila k______ pujuk aku pun cair tengok dalam air dekat Pulau Pinang tambak hujung pulau nelayan pun hilang,Pulau Pinang,-1,LOC,PROPN,False
@wanstarz91 Saya yang orang Selangor ni pun rasa kecewa kerajaan. Kenapa ketegaq sangat entah.,Selangor,-1,GPE,PROPN,True
"Sampai KKM sendiri dah tak transparent, kerajaan anjing dah namanya ni. .",KKM,-1,GPE,NOUN,False
@nadwatulshima Dap dap,Dap dap,-1,GPE,PROPN,True
Perangai UMNO dari dulu,UMNO,-1,NORP,PROPN,False
Tadi perasan dkt Melaka ada org gantung patung dkt jambatan dgn tulisan kerajaan pembunuh fuh seram,Melaka,-1,GPE,PROPN,False
"Demand lak kau, nasib baik kerajaan nak bagi free.",Demand,-1,PERSON,PROPN,False
Kalau israel pon boleh koyak dengan kita apa lagi kerajaan negara sendiri #KerajaanBangsat,KerajaanBangsat,-1,GPE,PROPN,False
Mcm mana org2 politik yg time PRN Sabah tu boleh tido sdgkan dah susah and bunuh rakyat. Dah la sampai hari ni tak mengaku secara terbuka,PRN,-1,GPE,PROPN,False
"Dr mad perlu diberi ruang untuk menasihati Kerajaan, sebab banyak pandangan beliau yang boleh diguna pakai..",Kerajaan,1,GPE,PROPN,False
aku harap sangat yg mati org politik gila kuasa tu,org,-1,ORG,NOUN,False
@malaysiakini Klang ni bukan kat Malaysia.. ia bawah negara kerajaan langit..,Malaysia,-1,GPE,PROPN,True
"Cukuplah, letak jawatan je. Tak kompeten sgt tu Zahid ni like toksik pada umno",Zahid,-1,PERSON,PROPN,False
Molek tag mamat berjambang pemuda umno tu tgk dia ckp ape..,Molek,-1,PERSON,PROPN,False
#TIL UMNO wujud kat Subang.,Subang,-1,GPE,PROPN,False
@M_uhauha_no @tunfaisal @NajibRazak Habis tu nak buat macammana untuk atasi masalah negara? Tindakan kerajaan sekarang tak efektif,Tindakan,-1,GPE,PROPN,True
"Kerajaan negeri taknak push Putrajaya ke? Atau pun apa Putrajaya cirit, kerajaan negeri birit?",Putrajaya,-1,GPE,PROPN,False
Mengapa ramai pemimpin Bersatu dan PN ini dari PM Men Tim Men ahli politik ayam serama otak letak di lutut,Tim,-1,PERSON,PROPN,False
Kelantan dibawah Kerajaan Pas,Kelantan,-1,GPE,PROPN,False
@pelaripicisan @syahredzan The way forward. Tahniah kerajaan Selangor.,Selangor,-1,GPE,PROPN,True
"@kamalrafza Steady waknat!!! UMNO dari dulu sampai sekarang menyusahkan bangsa, negara dan tanah air.",UMNO,-1,NORP,PROPN,True
Sarawak adalah contoh kerajaan function bagus tapi rakyat bengap. Kalau tengok kes dia tinggi sbb kluster keramaian &amp; saringan kontrak.,Sarawak,-1,GPE,PROPN,False
@ikan09963876624 Besar kepala. Dap,Dap,-1,GPE,PROPN,True
Hahaha. Sudah kena pecat lagi ke tu? Tapi umno ni sembang Kari lahh. Bila nak keluar dari #KerajaanGagal ?,KerajaanGagal,-1,ORG,PROPN,False
Siapa boleh tumbangkan kerajaan aku doakan dia masuk syurga. Doa je la TnC dia yang decide tu tuhan bukan aku,TnC,-1,GPE,PROPN,False
"@leychooo Yep, utk bursa selalunya sentimen politik amat sensitif. Setiap kali ada news berkaitan politik, mesti akan effect dkt bursa.",news,-1,ORG,NOUN,True
@paejjj Sdp ka? Haritu nk try horlicks stoberi konjac xda. Dok viral gak tgok. Tataw dap ka dak. Haha,Tataw,-1,GPE,PROPN,True
Pahang dari dulu lagi bawah BN kot masih terancam lagi?? so we know who yg punya kuasa,Pahang,-1,GPE,PROPN,False
Fak DAP,Fak DAP,-1,ORG,PROPN,False
Impak sosial jika ditambak oleh DAP.,DAP,-1,GPE,PROPN,False
LOL. Bukan sama sama UMNO ke? Hahaha. Macam mana ni pemuda @uqhaili,UMNO,-1,NORP,PROPN,False
@SyedSaddiq fokus je kt Muar. Lambat ke cepat ke biar kerajaan selesaikan.,Muar,-1,GPE,PROPN,True
Kan dah kata politik ni semua pukimak. Semua jaga hal masing masing. Rakyat yang dapat tempias. Buto,Buto,-1,PERSON,PROPN,False
"Baru nak kaji. Dah masuk minggu ke-3 total lockdown. Kerajaan ""Prihatin""",Prihatin,-1,PERSON,PROPN,False
"selepas sebulan PKP ni hasil kita dapat? benak ubi punya kerajaan, bodoh macam ikan sepat. #KerajaanBangsat",KerajaanBangsat,-1,GPE,PROPN,False
@chZulqrnain25 Eda dia chwla maran lag gaya xhlo unflw mai smjhya chnga bnda tu politics dya gala le k beth gyaa,gyaa,-1,GPE,PROPN,True
@apanakdikato Menteri orang Pahang.... Dari parti @PASPusat yang terkenal perosak alam sekitar pulak tu,Pahang,-1,GPE,PROPN,True
"Asal ada DAP, boleh la tumpang post",DAP,-1,NORP,PROPN,False
"Ni kejap lagi adelah pembangkang/#KerajaanBodoh hijack kempen nih, seakan2 diorg pon terkesan....",KerajaanBodoh,-1,ORG,PROPN,False
kerajaan ni lain mcm bodoh. Org suruh munasabah dorang literally pergi sabah,sabah,-1,GPE,NOUN,False
"Weh kerajaan shibal, faham tak apa berlaku kat Malaysia ni??? Dok kira politik ja apa jadah orang2 tua ni semua.",Malaysia,-1,GPE,PROPN,False
Tapi pikit balik tak berbaloi gaduh sebab politik dengan keluarga. Lagi2 sebab walaun PAS. Sehina-hina macai,PAS,-1,NORP,PROPN,False
Kahkahkah. Ketua Pemuda UMNO kena sound mcm tu ja dgn Mat Jargon. Memang kena buli la UMNO ni next election.,Mat Jargon,-1,PERSON,PROPN,False
Huru hara lah politik malaysia ni. Dengan menteri semua acah bagus padahal hmmm elok aku lah jadi menteri gini bijak sikit,hara,-1,GPE,NOUN,False
Hoax ya Bersatu Indonesia Kuat,Hoax,-1,GPE,NOUN,False
@UMNO_2021 @DrZahidHamidi @tajuddinrahman Patut zahid pecat diri sendiri baru aman Umno.,Umno,-1,GPE,PROPN,True
Kerajaan Malaysia sendiri tak reti beza penggunaan veterinar and veterinari.,Kerajaan Malaysia,-1,GPE,PROPN,False
@rafiziramli @Khairykj @maverick_97 @Ghows https://t.co/pyX9YaNXe3 Bila kena tembak dgn Selangor dia baru reply. Data tu dia simpan dlm laptop? Nampak mcm format word. Kenapa tak share dgn semua kerajaan negeri dan jabatan kesihatan negeri tiap2 hari? Kenapa nak kena mengemis?,Selangor,-1,GPE,PROPN,True
Cakap jela kerajaan takda duit nak bagi phone yang baik sebab dana tu semua menteri dah cekau. Hamlauu,Hamlauu,-1,PERSON,PROPN,False
"Apalah malang &amp; bala kita as Malaysian dapat kerajaan, pemimpin yang gagal mcm ni. Benda boleh control dari awal tapi tamak. #KerajaaanGagal",KerajaaanGagal,-1,ORG,PROPN,False
Honestly aku geli nk guna istilah ulamak utk politician parti islam ni.,Honestly,-1,LOC,PROPN,False
Langkawi tu punya lah kecik atas pulau je. Tu pun kerajaan kau sekarang tak boleh nak handle Pastu sembang pasal herd immunity,Langkawi,-1,GPE,PROPN,False
"Sedihnya Harap kerajaan Pahang ambil tindakan ye tengku? Terima kasih atas usaha berterusan. Bolehlah sambung push up, kot pokok tumbuh sendiri. Ye dak?",Pahang,-1,ORG,PROPN,False
Kesian pekerja aviation. Apalah nasib kita dpt kerajaan yg tak sensetif waktu pandemic ni..,Kesian,-1,PERSON,NOUN,False
@faqihahhusni Uish. Lambat lagi aku DAP for lyfe. Hshshshshs,DAP,-1,GPE,PROPN,True
Apa lah bangang punya kerajaan. Benda sama ulang. Memang suka kene maki gamak nya #KerajaanGAGAL #KerajaanBANGSAT,KerajaanGAGAL,-1,GPE,PROPN,False
Ahli Politik terpaling kalis maki seantero alam seluruh galaksi Bima Sakti. Mereka tak tahu ke doa orang-orang teraniaya ni makbul,Bima Sakti,-1,LOC,PROPN,False
@JemingHassan makin hari rakyat makin susah tp pemimpin makin senang dgn kereta mewah ops kereta kerajaan,kerajaan,-1,FAC,NOUN,True
"@nikahmadharith Bukan.. dia tinggal parti yg beri dia makan selama ini, UMNO",UMNO,-1,NORP,PROPN,True
"@scheekeong Aku kalau duduk Bukit Mertajam,aku mesti dah join DAP bawah mamat ni",Bukit Mertajam,-1,GPE,PROPN,True
"Dah la kerajaan penang , acah takda beg plastik laut kau tambak jugak ! Siel",Siel,-1,PERSON,PROPN,False
Padang Rengas is my home. Orang tua banyak kat sini and ni kawasan umno. Susah nak lawan dia ni sebab mostly elderly people will vote for him. This man has done nothing since I was growing up there. Takde pembangunan langsung,Padang Rengas,-1,GPE,PROPN,False
"@sh4hril Apa ni kutuk kerajaan, pantang btoi la aku",btoi,-1,NORP,PROPN,True
@ReeNGaston Perkara ini berlaku dari kerajaan pahang ke atas pekebun tempatan pada musim pandemik Covid19,Covid19,-1,EVENT,PROPN,True
Tweet mcm ni nak dapat perhatian mmg tak lah. Ape lah sangat DAP buat mcm ni depa kan jujur dan telus dalam pemerintahan.,DAP,-1,NORP,PROPN,False
Macam lah student pendidikan je belajar pedagogi and methodologies tah pape tah. P lah marah kerajaan Marah org nak apply buat apa,org,-1,ORG,NOUN,False
AG yg dilantik kerajaan yg memerintah akan menari mengikut laluan bagaimana gendang begitulah tarinya Tahu takpa,AG,-1,ORG,PROPN,False
@JalalMisai_2 @jalalmisai68 tapi daripada dulu PAS dah buktikan diorang ni menunggang agama semasa jadi kerajaan Kelantan,Kelantan,-1,GPE,PROPN,True
Kerajaan KAJI! zaman dulu atok kawal media boleh la hahah,Kerajaan KAJI,-1,ORG,PROPN,False
@IsmailSabri60 Ape kebende amanah ni maknartt? Selama ni pegang jawatan lama mmg x amanah laa kan? Patut pon punca kes politik Sabah,Sabah,-1,GPE,PROPN,True
"Kahkagkah UMNO weak af, dapat jawatan TPM tros",Kahkagkah,-1,PERSON,NOUN,False
@syahredzan Kerajaan Selangor #KerajaanGagal,Kerajaan Selangor,-1,GPE,PROPN,True
Boleh pula eh ada meeting parti waktu malam macam ni? Tengah PKPD ni mat,Tengah,-1,LOC,PROPN,False
Parti bertukar tapi orang masih sama. tah bila nak mampus si tua kutuk yang gila kuasa.,Parti,-1,ORG,PROPN,False
Menteri kereta terbang masa zaman PH 22 Bulan. Terima kasih pengundi Parlimen Alor Gajah.,Parlimen Alor Gajah,-1,GPE,PROPN,False
@shaq_131 Jelas Arau sendiri mengaku RAMAI MP UMNO memberi SD menyokong Anwar.. sebelum menarik balik utk PN,Arau,-1,GPE,PROPN,True
Dia confius kot bendera putih dengan bendera DAP,DAP,-1,NORP,PROPN,False
"SEPTEMBER? Memang kerajaan nak kurangkan populasi rakyat di Selangor ke macam mana? Sekarang ni dah takda siapa yang kita boleh harap selain sesama kita, kawan kawan. Masanya sudah tiba untuk kita menghentikan cubaan genocide oleh kerajaan pukimak ni",Selangor,-1,GPE,PROPN,False
"Sepatutnya ko pelik dengan kerajaan pukimak ni komunikasi pun failed, bodoh. Siapa je tau vaksin tu boleh dapat kat Klinik Kesihatan? Ni aku baru dengar dari mulut ko anak haram",Klinik Kesihatan,-1,ORG,PROPN,False
"Umno ni part of backdoor government, be responsible. senang masuk senang je nk kuar.",of backdoor government,-1,ORG,PROPN,False
"yahudi = ceroboh tanah haram yang dimiliki orang Palestin. DAP lagi jijik, lindungi pendusun durian haram untuk kepentingan kapitalis.",DAP,-1,NORP,PROPN,False
Bertubi-tubi DAP tembak kaki sendiri,DAP,-1,NORP,PROPN,False
*kerajaan PAS kelantan *kerajaan UMNO pahang *kerajaan PKR selangor Done edit.,UMNO,-1,NORP,PROPN,False
"@datukhensem Setuju, sarawak ada duit beli la. Ya gunanya kerajaan pake duit. Bukan masok dalam poket jak.",sarawak,-1,GPE,PROPN,True
@aliphdelmar haha larang berpolitik selain UMNO jek zaman tu aha,UMNO,-1,NORP,PROPN,True
"Dgn cara ini sahaja, ph boleh tembus kelantan DAN Terengganu",Terengganu,-1,GPE,PROPN,False
"Yelah kalau tak sokong parti kau, terus kena tuduh kuffar. Yang Islam pun maki Islam.",Islam,-1,NORP,PROPN,False
Kini360: 'Mengapa Pulau Pinang dikecualikan dari Fasa 2 PPN?' https://t.co/MWj5z9u5ts #PH #KerajaanGagal #PHKerajaanGagal #PHGagal,Pulau Pinang,-1,LOC,PROPN,False
"@Marina_Ibrahims Parlimen Simpang Renggam ni bukan Maszlee Malik ke? Kalau ya, dia ada dlm mana parti politik ka?",Maszlee Malik,-1,PERSON,PROPN,True
alhamdulillah.. Negative .. Hilang sat dup dap,Negative,-1,ORG,PROPN,False
Ada adun merentas dari selangor ke cameron highland semata2 nak teroka tanah kerajaan?or nak jadi perisai penceroboh tanah kerajaan?,cameron,-1,GPE,NOUN,False
"Senyap je YB @yeobeeyin, komen lah sikit keputusan Kerajaan Pulau Pinang ni.",Kerajaan Pulau Pinang,-1,ORG,PROPN,False
"Mp kena start bekerja daripada sudut polisi, kalau kerja nak bagi bantuan je, patut join ngo. Annuar musa pun banyak bagi sumbangan dekat orang ketereh. Sampai bila2 kita terperangkap dengan politik bantuan ni.",Annuar musa,-1,PERSON,PROPN,False
Sambil I berdakwah secara kecilan .I turut layan politik Malaysia Dan dunia,Malaysia,-1,ORG,PROPN,False
@XavierNaxa Kerajaan perlu buat secara bersasar seperti dulu. Kenapa seluruh negara perlu menanggung kes di Selangor?,Selangor,-1,GPE,PROPN,True
@akukeadilan_ Dia ni org apa... Umno ke? Ke Pro sempundal sabah,sabah,-1,GPE,NOUN,True
Repeat with me : Kerajaan Bodoh.,Kerajaan,-1,GPE,PROPN,False
@RashidYusoff11 Suruh kerajaan Selangor buat la..kan selangor bawah ph ..dan juga n9 dan juga penang,Selangor,-1,GPE,PROPN,True
Sedih rakyat Penang dapat kerajaan gagal serupa DAP ini. Memang tak boleh diharap. Sembang saja pandai.,DAP,-1,NORP,PROPN,False
Bila tengok fb tengok orang tak puas hati dengan kerajaan dan mogok taknak ikut SOP selamba balik Kelantan ni pun kes berat jugak. Kerajaan kena ada plan B suruh dorang patah balik.,Kelantan,-1,GPE,PROPN,False
"@realDrMAZA Kejap lagi I msg Guan Eng pergi jenguk kat Perlis, senang sikit nak tuduh parti roket.",Perlis,-1,GPE,PROPN,True
tak kira dr parti apa sekali pon.... politik msia perlu nafas baru.. muka baru... beliau adalah antara contoh,msia,-1,GPE,PROPN,False
